variant,status,rmse_bu_acre,nrmse_pct,r2,corn_rmse,corn_mape_pct,precipitation_pct,radiation_pct,vpd_pct,nitrogen_pct,temperature_pct,heat_extreme_pct,time_sec
heat_stress_025,OK,21.752526930965182,11.253838801805854,-0.32424757723734676,21.752526930965182,8.79365385126072,2.067049503326416,49.4686393737793,-29.924232482910156,30.334941864013672,-1.0246853828430176,-0.44494473934173584,
