variant,status,rmse_bu_acre,nrmse_pct,r2,corn_rmse,corn_mape_pct,precipitation_pct,radiation_pct,vpd_pct,nitrogen_pct,temperature_pct,heat_extreme_pct,time_sec
no_temperature_stress,OK,21.66593998047318,11.209042370280015,-0.3137261008191652,21.66593998047318,8.75278863020416,1.8362733125686646,47.84897232055664,-28.02848243713379,30.373083114624023,0.22694437205791473,0.015284894034266472,
